0.384460432	0.468188963	0.354214143	0.537425947	0.46937358	0.37111684
0.334138265	0.553788979	0.406152998	0.512694174	0.531810887	0.358509552
0.392110218	0.574218542	0.406992692	0.518133906	0.597325971	0.395214423
0.320718433	0.607521212	0.459011055	0.576877383	0.676225062	0.536898567
0.511097833	0.689705275	0.454757025	0.647928042	0.658362503	0.50624571
0.670195009	0.701065357	0.420119392	0.532133166	0.654655133	0.435896556
0.732582857	0.719544957	0.427673241	0.580717316	0.641608209	0.470324736
0.715879043	0.73209317	0.436060125	0.605752565	0.63559409	0.518071779
0.81648375	0.717602431	0.438099048	0.64194005	0.630391444	0.432091298
0.863173498	0.640840115	0.426840611	0.631495738	0.625639584	0.518978163
0.834677138	0.65899331	0.399725141	0.618482622	0.591320238	0.538114817
0.809602492	0.683786403	0.404782357	0.616228653	0.598926838	0.483479766
0.779704416	0.535433021	0.355700598	0.530936592	0.576361222	0.443034623
0.737250633	0.533898049	0.353727465	0.417897156	0.563630686	0.365624062
0.720228322	0.625764506	0.34699596	0.47679931	0.616744905	0.330565254
0.745210235	0.662574663	0.385782509	0.608361897	0.624430342	0.378272196
0.682319242	0.572373099	0.404603876	0.653535161	0.686978816	0.57009666
0.656484829	0.520871683	0.398568812	0.661271974	0.716878781	0.500574286
0.73425636	0.725853275	0.432266577	0.737453031	0.778559187	0.700494381
0.724073595	0.718833404	0.419491943	0.698456003	0.726262276	0.652552273
0.736487841	0.6614544	0.412914541	0.649226547	0.731735824	0.629955212
0.631564115	0.632218983	0.401782442	0.625401451	0.734800193	0.632758619
0.624393969	0.628146584	0.393015089	0.615593622	0.709583251	0.643573958
0.689311008	0.552697271	0.324108229	0.551886855	0.70269395	0.59442964
